paragraph_no,compound_name,iupac_name,inchi,smiles,has_structure_fig,other_info
[0433],polyethylene oxide,,,,False,binding agent
[0433],polyethylene glycol,,,,False,binding agent
[0433],inorganic calcium salts,,,,False,binding agent
[0433],silicic acid,,,,False,binding agent
[0433],polymethacrylates,,,,False,binding agent
[0433],waxes,,,,False,binding agent
[0433],water,,,,False,binding agent
[0433],alcohol,,,,False,binding agent
[0434],alpha tocopherol,,,,False,antioxidant preservative
[0434],ascorbic acid,,,,False,"antioxidant preservative, acidic preservative"
[0434],acorbyl palmitate,,,,False,antioxidant preservative
[0434],butylated hydroxyanisole,BHA,,,False,"antioxidant preservative, other preservative"
[0434],butylated hydroxytoluene,BHT,,,False,"antioxidant preservative, other preservative"
[0434],monothioglycerol,,,,False,antioxidant preservative
[0434],potassium metabisulfite,,,,False,"antioxidant preservative, other preservative"
[0434],propionic acid,,,,False,antioxidant preservative
[0434],propyl gallate,,,,False,antioxidant preservative
[0434],sodium ascorbate,,,,False,antioxidant preservative
[0434],sodium bisulfite,,,,False,"antioxidant preservative, other preservative"
[0434],sodium metabisulfite,,,,False,"antioxidant preservative, other preservative"
[0434],sodium sulfite,,,,False,antioxidant preservative
[0434],ethylenediaminetetraacetic acid,EDTA,,,False,chelating agent
[0434],citric acid monohydrate,,,,False,chelating agent
[0434],disodium edetate,,,,False,chelating agent
[0434],dipotassium edetate,,,,False,chelating agent
[0434],edetic acid,,,,False,chelating agent
[0434],fumaric acid,,,,False,chelating agent
[0434],malic acid,,,,False,chelating agent
[0434],phosphoric acid,,,,False,chelating agent
[0434],sodium edetate,,,,False,chelating agent
[0434],tartaric acid,,,,False,chelating agent
[0434],trisodium edetate,,,,False,chelating agent
[0434],benzalkonium chloride,,,,False,antimicrobial preservative
[0434],benzethonium chloride,,,,False,antimicrobial preservative
[0434],benzyl alcohol,,,,False,"antimicrobial preservative, alcohol preservative"
[0434],bronopol,,,,False,antimicrobial preservative
[0434],cetrimide,,,,False,"antimicrobial preservative, other preservative"
[0434],cetylpyridinium chloride,,,,False,antimicrobial preservative
[0434],chlorhexidine,,,,False,antimicrobial preservative
[0434],chlorobutanol,,,,False,"antimicrobial preservative, alcohol preservative"
[0434],chlorocresol,,,,False,antimicrobial preservative
[0434],chloroxylenol,,,,False,antimicrobial preservative
[0434],cresol,,,,False,antimicrobial preservative
[0434],ethyl alcohol,,,,False,"antimicrobial preservative, alcohol preservative"
[0434],glycerin,,,,False,antimicrobial preservative
[0434],hexetidine,,,,False,antimicrobial preservative
[0434],imidurea,,,,False,antimicrobial preservative
[0434],phenol,,,,False,"antimicrobial preservative, alcohol preservative"
[0434],phenoxyethanol,,,,False,antimicrobial preservative
[0434],phenylethyl alcohol,,,,False,"antimicrobial preservative, alcohol preservative"
[0434],phenylmercuric nitrate,,,,False,antimicrobial preservative
[0434],propylene glycol,,,,False,antimicrobial preservative
[0434],thimerosal,,,,False,antimicrobial preservative
[0434],butyl paraben,,,,False,antifungal preservative
[0434],methyl paraben,,,,False,antifungal preservative
[0434],ethyl paraben,,,,False,antifungal preservative
[0434],propyl paraben,,,,False,antifungal preservative
[0434],benzoic acid,,,,False,antifungal preservative
[0434],hydroxybenzoic acid,,,,False,antifungal preservative
[0434],potassium benzoate,,,,False,antifungal preservative
[0434],potassium sorbate,,,,False,antifungal preservative
[0434],sodium benzoate,,,,False,antifungal preservative
[0434],sodium propionate,,,,False,antifungal preservative
[0434],sorbic acid,,,,False,"antifungal preservative, acidic preservative"
[0434],ethanol,,,,False,alcohol preservative
[0434],polyethylene glycol,,,,False,alcohol preservative
[0434],phenolic compounds,,,,False,alcohol preservative
[0434],bisphenol,,,,False,alcohol preservative
[0434],hydroxybenzoate,,,,False,alcohol preservative
[0434],vitamin A,,,,False,acidic preservative
[0434],vitamin C,,,,False,acidic preservative
[0434],vitamin E,,,,False,acidic preservative
[0434],beta-carotene,,,,False,acidic preservative
[0434],citric acid,,,,False,acidic preservative
[0434],acetic acid,,,,False,acidic preservative
[0434],dehydroascorbic acid,,,,False,acidic preservative
[0434],phytic acid,,,,False,acidic preservative
[0434],tocopherol,,,,False,other preservative
[0434],tocopherol acetate,,,,False,other preservative
[0434],deteroxime mesylate,,,,False,other preservative
[0434],GLYDANT PLUS®,,,,False,other preservative
[0434],PHENONIP®,,,,False,other preservative
[0434],methylparaben,,,,False,other preservative
[0434],GermALL® 115,,,,False,other preservative
[0434],GermABEN®II,,,,False,other preservative
[0434],NEOLONE™,,,,False,other preservative
[0434],KATHON™,,,,False,other preservative
[0434],EUXYL®,,,,False,other preservative
[0434],sodium lauryl ether sulfate,SLES,,,False,other preservative
[0434],potassium sulfite,,,,False,other preservative
[0435],citrate buffer solutions,,,,False,buffering agent
[0435],acetate buffer solutions,,,,False,buffering agent
[0435],phosphate buffer solutions,,,,False,buffering agent
[0435],ammonium chloride,,,,False,buffering agent
[0435],calcium carbonate,,,,False,buffering agent
[0435],calcium chloride,,,,False,buffering agent
[0435],calcium citrate,,,,False,buffering agent
[0435],calcium glubionate,,,,False,buffering agent
[0435],calcium gluceptate,,,,False,buffering agent
[0435],calcium gluconate,,,,False,buffering agent
[0435],d-gluconic acid,,,,False,buffering agent
[0435],calcium glycerophosphate,,,,False,buffering agent
[0435],calcium lactate,,,,False,buffering agent
[0435],calcium lactobionate,,,,False,buffering agent
[0435],propanoic acid,,,,False,buffering agent
[0435],calcium levulinate,,,,False,buffering agent
[0435],pentanoic acid,,,,False,buffering agent
[0435],dibasic calcium phosphate,,,,False,buffering agent
[0435],tribasic calcium phosphate,,,,False,buffering agent
[0435],calcium hydroxide phosphate,,,,False,buffering agent
[0435],potassium acetate,,,,False,buffering agent
[0435],potassium chloride,,,,False,buffering agent
[0435],potassium gluconate,,,,False,buffering agent
[0435],potassium mixtures,,,,False,buffering agent
[0435],dibasic potassium phosphate,,,,False,buffering agent
[0435],monobasic potassium phosphate,,,,False,buffering agent
[0435],potassium phosphate mixtures,,,,False,buffering agent
[0435],sodium acetate,,,,False,"buffering agent, lubricating agent"
[0435],sodium bicarbonate,,,,False,buffering agent
[0435],sodium chloride,,,,False,"buffering agent, lubricating agent"
[0435],sodium citrate,,,,False,buffering agent
[0435],sodium lactate,,,,False,buffering agent
[0435],dibasic sodium phosphate,,,,False,buffering agent
[0435],monobasic sodium phosphate,,,,False,buffering agent
[0435],sodium phosphate mixtures,,,,False,buffering agent
[0435],tromethamine,,,,False,buffering agent
[0435],amino-sulfonate buffers,,,,False,buffering agent
[0435],HEPES,,,,False,"amino-sulfonate buffer, buffering agent"
[0435],magnesium hydroxide,,,,False,buffering agent
[0435],aluminum hydroxide,,,,False,buffering agent
[0435],alginic acid,,,,False,buffering agent
[0435],pyrogen-free water,,,,False,buffering agent
[0435],isotonic saline,,,,False,buffering agent
[0435],Ringer's solution,,,,False,buffering agent
[0435],ethyl alcohol,,,,False,buffering agent
[0435],magnesium stearate,,,,False,lubricating agent
[0435],calcium stearate,,,,False,lubricating agent
[0435],stearic acid,,,,False,lubricating agent
[0435],silica,,,,False,lubricating agent
[0435],talc,,,,False,lubricating agent
[0435],malt,,,,False,lubricating agent
[0435],glyceryl behenate,,,,False,lubricating agent
[0435],hydrogenated vegetable oils,,,,False,lubricating agent
[0435],polyethylene glycol,,,,False,lubricating agent
[0435],sodium benzoate,,,,False,lubricating agent
[0435],leucine,,,,False,lubricating agent
[0435],magnesium lauryl sulfate,,,,False,lubricating agent
[0435],sodium lauryl sulfate,,,,False,lubricating agent
[0436],isopropyl myristate,,,,False,oil
[0436],butyl stearate,,,,False,oil
[0436],caprylic triglyceride,,,,False,oil
[0436],capric triglyceride,,,,False,oil
[0436],cyclomethicone,,,,False,oil
[0436],diethyl sebacate,,,,False,oil
[0436],dimethicone 360,,,,False,oil
[0436],simethicone,,,,False,oil
[0436],isopropyl myristate,,,,False,oil
[0436],mineral oil,,,,False,oil
[0436],octyldodecanol,,,,False,oil
[0436],oleyl alcohol,,,,False,oil
[0436],silicone oil,,,,False,oil
[0438],DOPE,,,,False,phospholipid
[0438],DSPC,,,,False,phospholipid
[0439],DOPE,,,,False,phospholipid
[0439],DSPC,,,,False,phospholipid
[0439],PEG-DMG,,,,False,PEG lipid
[0439],cholesterol,,,,False,structural lipid
[0443],cholesterol,,,,False,structural lipid
[0443],phospholipid,,,,False,
[0453],Compound of Formula (I),,,,False,mentioned in context of storage temperatures and stability
[0453],Compound of Formula (IA),,,,False,mentioned in context of storage temperatures and stability
[0453],Compound of Formula (II),,,,False,mentioned in context of storage temperatures and stability
[0453],Compound of Formula (IIa),,,,False,mentioned in context of storage temperatures and stability
[0453],Compound of Formula (IIb),,,,False,mentioned in context of storage temperatures and stability
[0453],Compound of Formula (IIc),,,,False,mentioned in context of storage temperatures and stability
[0453],Compound of Formula (IId),,,,False,mentioned in context of storage temperatures and stability
[0453],Compound of Formula (IIe),,,,False,mentioned in context of storage temperatures and stability
[0453],Tris,Tris(hydroxymethyl)aminomethane,"InChI=1S/C4H11NO4/c5-1-7(2-8)3-9/h5-6,9H,1-3H2",C(N(CO)CO)CO,False,pharmaceutically acceptable carrier
[0453],acetate,,,,False,"pharmaceutically acceptable carrier, e.g., sodium acetate"
[0453],sodium acetate,sodium acetate,"InChI=1S/C2H4O2.Na/c1-2(3)4;/h3-4H2,1-2H3;/",CC(=O)[O-].[Na+],False,"example of acetate, pharmaceutically acceptable carrier"
[0453],citrate,,,,False,"pharmaceutically acceptable carrier, e.g., sodium citrate"
[0453],sodium citrate,Sodium citrate,"InChI=1S/C6H8O7.Na3/c7-4(8)1-6(11)3(5)2(9)10-6;/h1-3H,11H2,(7,8,9)2;/q;3*+1",[Na+].[Na+].[Na+].O=C(O)C(CC(O)=O)(O)C(O)=O,False,"example of citrate, pharmaceutically acceptable carrier"
[0453],PBS,,,,False,pharmaceutically acceptable carrier (Phosphate-buffered saline)
[0453],sucrose,sucrose,"InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21)10(20)12(22)8(18)6(16)4(14)2-20/h13-22H,1-12H2",C(C(C(C(C(O1)O)O)O)O)O C2C(C(C(C(O2)O)O)O)NC(=N)N,False,pharmaceutically acceptable carrier
[0458],ethyl alcohol,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H3",CCO,False,solubilizing agent and emulsifier
[0458],isopropyl alcohol,propan-2-ol,"InChI=1S/C3H8O/c1-2-3(4)3/h2-4H,3H3",CC(C)O,False,solubilizing agent and emulsifier
[0458],ethyl carbonate,diethyl carbonate,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3",CCOC(OC)=O,False,solubilizing agent and emulsifier
[0458],ethyl acetate,ethyl acetate,"InChI=1S/C4H8O2/c1-3-6-4(5)2/h3-4H2,1-2H3",CCOC(C)=O,False,solubilizing agent and emulsifier
[0458],benzyl alcohol,benzyl alcohol,"InChI=1S/C7H8O/c8-7-5-6-4-2-1-3-7/h1-6H,8H",c1ccc(cc1)CO,False,solubilizing agent and emulsifier
[0458],benzyl benzoate,benzyl benzoate,"InChI=1S/C14H12O2/c1-16-13(15)10-8-7-9-11(10)12-14(15)6-5-2-4-9/h7-14H,1-6H2",c1ccc(cc1)COC(=O)c2ccccc2,False,solubilizing agent and emulsifier
[0458],propylene glycol,"propane-1,2-diol","InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2-4H3",COC(C)O,False,solubilizing agent and emulsifier
[0458],"1,3-butylene glycol","butane-1,3-diol","InChI=1S/C4H10O2/c1-3-4(6)2-5/h3-6H,2-6H3",CCOC(C)CO,False,solubilizing agent and emulsifier
[0458],dimethylformamide,"N,N-dimethylformamide",InChI=1S/C3H7NO/c1-4(2)3-5/h1-3H3,CN(C)C=O,False,solubilizing agent and emulsifier
[0458],Cremophor®,,,,False,solubilizing agent
[0459],"1,3-butanediol","butane-1,3-diol","InChI=1S/C4H10O2/c1-3-4(6)2-5/h3-6H,2-6H3",CCOC(C)CO,False,diluent/solvent
[0459],oleic acid,Z-octadec-9-enoic acid,"InChI=1S/C18H34O2/c1-17(2)10-8-6-4-3-5-7-9-11-13-15-16-18(19)20/h11,13H,3-10,12,14-17H2,1-2H3,(H,19,20)/b12-11-,15-13-",C(CCCCCCCC=CC(CCCCCCCC(=O)O)C)C,False,used in the preparation of injectables
[0461],polylactide-polyglycolide,,,,False,biodegradable polymer
[0461],poly(orthoesters),,,,False,biodegradable polymer
[0461],poly(anhydrides),,,,False,biodegradable polymer
[0462],cocoa butter,,,,False,non-irritating excipient
[0462],polyethylene glycol,,,,False,non-irritating excipient
[0463],sodium citrate,,,,False,"inert, pharmaceutically acceptable excipient"
[0463],dicalcium phosphate,,,,False,"inert, pharmaceutically acceptable excipient"
[0463],starches,,,,False,filler or extender
[0463],lactose,,,,False,filler or extender
[0463],sucrose,,,,False,filler or extender
[0463],glucose,,,,False,filler or extender
[0463],mannitol,,,,False,filler or extender
[0463],silicic acid,,,,False,filler or extender
[0463],carboxymethylcellulose,,,,False,binder
[0463],alginates,,,,False,binder
[0463],gelatin,,,,False,binder
[0463],polyvinylpyrrolidinone,,,,False,binder
[0463],acacia,,,,False,binder
[0463],glycerol,,,,False,humectant
[0463],agar,,,,False,disintegrating agent
[0463],calcium carbonate,,,,False,disintegrating agent
[0463],potato starch,,,,False,disintegrating agent
[0463],tapioca starch,,,,False,disintegrating agent
[0463],alginic acid,,,,False,disintegrating agent
[0463],certain silicates,,,,False,disintegrating agent
[0463],sodium carbonate,,,,False,disintegrating agent
[0463],paraffin,,,,False,solution retarding agent
[0463],quaternary ammonium compounds,,,,False,absorption accelerator
[0463],cetyl alcohol,,,,False,wetting agent
[0463],glycerol monostearate,,,,False,wetting agent
[0463],kaolin,,,,False,absorbent
[0463],bentonite clay,,,,False,absorbent
[0463],silicates,,,,False,absorbent
[0463],talc,,,,False,lubricant
[0463],calcium stearate,,,,False,lubricant
[0463],magnesium stearate,,,,False,lubricant
[0463],solid polyethylene glycols,,,,False,lubricant
[0463],sodium lauryl sulfate,,,,False,lubricant
[0464],lactose,,,,False,excipient
[0464],milk sugar,,,,False,excipient
[0464],high molecular weight polyethylene glycols,,,,False,excipient
[0470],saccharin sodium,,,,False,flavoring agent
[0470],methylhydroxybenzoate,,,,False,preservative
[0474],mRNA,,,,False,encoding the polypeptide of interest
[0474],polypeptide of interest,,,,False,
[0475],mRNA,,,,False,encoding a polypeptide of interest
[0475],polypeptide,,,,False,
[0477],granulocyte-colony stimulating factor,,,,False,therapeutic polypeptide
[0477],trastuzumab,,,,False,therapeutic polypeptide
[0478],cholesterol,,,,False,lipid
[0478],low density lipoprotein,,,,False,lipoprotein
[0484],tamoxifen,,,,False,estrogen receptor ligand
[0488],CFTR protein,,,,False,a dysfunctional protein variant of CFTR protein that causes cystic fibrosis
[0495],dexamethasone,,,,False,"Mentioned as an anti-inflammatory compound, steroid, and a pre-treatment agent. Dosage examples provided: 10 mg, 20 mg, 30 mg, 40 mg, 50 mg, 60 mg, 70 mg, 80 mg, 90 mg, 100 mg."
[0495],methotrexate,,,,False,"Mentioned as a pre-treatment agent. Dosage examples provided: 10 mg, 20 mg, 30 mg, 40 mg, 50 mg, 60 mg, 70 mg, 80 mg, 90 mg, 100 mg."
[0495],acetaminophen,,,,False,"Mentioned as a pre-treatment agent. Dosage examples provided: 10 mg, 20 mg, 30 mg, 40 mg, 50 mg, 60 mg, 70 mg, 80 mg, 90 mg, 100 mg."
[0495],H1 receptor blocker,,,,False,"Mentioned as an anti-histamine and a pre-treatment agent. Dosage examples provided: 10 mg, 20 mg, 30 mg, 40 mg, 50 mg, 60 mg, 70 mg, 80 mg, 90 mg, 100 mg."
[0495],H2 receptor blocker,,,,False,"Mentioned as a pre-treatment agent. Dosage examples provided: 10 mg, 20 mg, 30 mg, 40 mg, 50 mg, 60 mg, 70 mg, 80 mg, 90 mg, 100 mg."
[0500],final compound,,,,False,desired final compound at or near the end of the overall process; may be converted to a pharmaceutically acceptable salt.
[0505],TBS,,,,False,Protecting group for hydroxyl moiety
[0505],benzyl,,,,False,Protecting group for hydroxyl moiety
[0505],THP,,,,False,Protecting group for hydroxyl moiety
[0505],Ac,,,,False,Protecting group for hydroxyl moiety
[0506],benzyl ester,,,,False,ester of carboxylic acid
[0506],methyl ester,,,,False,ester of carboxylic acid
[0506],ethyl ester,,,,False,ester of carboxylic acid
[0506],allyl ester,,,,False,ester of carboxylic acid
[0507],Fmoc,,,,False,amine protecting group
[0507],Cbz,,,,False,amine protecting group
[0507],BOC,,,,False,amine protecting group
[0507],DMB,,,,False,amine protecting group
[0507],Ac,,,,False,amine protecting group
[0507],Bn,,,,False,amine protecting group
[0507],Tr,,,,False,amine protecting group
[0507],Ts,,,,False,amine protecting group
